name,rating,reviews,host_name,address,amenities,safety_rules,house_rules,price,guests,bedrooms,beds,bathrooms,check_in,check_out,country
Medieval castle with a pool 5 km from the sea,,,Gabriella,"Casamassella, Puglia, Italy, Italy","City skyline view,Courtyard view,Kitchen,Dedicated workspace,Private pool,Private hot tub,TV with standard cable/satellite,Free washer – In building,AC – split-type ductless system,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Smoke alarm not reported Show more,Carbon monoxide alarm,Show more,Show more,","Check-in: 3:00 pm - 8:00 pm,Check out: 10:00 am,No parties or events,Show more,Show more,",119086,16,7,7,9,3:00 pm - 8:00 pm,10:00 am,Italy
Fortezza Di Spinola,,,Olivers,"Capodacqua, Umbria, Italy","Waterfront,Kitchen,Wifi,Private pool,Pets allowed,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 4:00 pm - 8:00 pm,Check out: 10:00 am,No smoking,Pets are allowed,Show more,Show more,",101998,10,5,5,5,4:00 pm - 8:00 pm,10:00 am,Italy
Saalhof Castle,,,Kathrin,"Atzing, Salzburg, Austria","Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Dryer,Patio or balcony,Luggage drop-off allowed,Cot","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: 4:00 pm - 10:00 pm,Check out: 10:00 am,No smoking,No parties or events,Pets are allowed",45766,14,5,5,4,4:00 pm - 10:00 pm,10:00 am,Austria
The Castle of Zippori,4.68,98.0,Mitch,"Tsipori, Israel","Kitchen,Wifi,Free parking on premises,Pool,Hot tub,Pets allowed,TV with standard cable/satellite,Air conditioning,Bath,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,Smoke alarm,Show more,Show more,","Check-in: After 1:00 pm,Check out: 11:00 am,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",45622,11,5,5,3,After 1:00 pm,11:00 am,Israel
Historic Venetian Castle-Villa Maroulas (owner ad),4.92,25.0,Yorghy,"Rethimnon, Crete, Greece","Sea view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool,Pets allowed,TV,Washing machine,Dryer","󹀁,Airbnb's COVID-19 safety practices apply,Pool/hot tub without a gate or lock,Nearby lake, river, other body of water,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: 4:00 pm - 1:00 am,Check out: 10:00 am,Self check-in with lockbox,No smoking,Pets are allowed,Show more,Show more,",53906,12,5,5,4,4:00 pm - 1:00 am,10:00 am,Greece
Ruda Castle nad Moravou Apartment 4,5.0,26.0,Kristýna,"Ruda nad Moravou, Olomoucký kraj, Czechia","Waterfront,Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Shared patio or balcony,Garden,Luggage drop-off allowed","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with lockbox,No smoking,Pets are allowed",7604,6,2,2,1,After 3:00 pm,11:00 am,Czechia
"Poolside Castle, Panoramic Seaview Retreat!",5.0,3.0,Niki,"Kalamata, Greece","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pool,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,Check out: 12:00 pm,Self check-in with lockbox,No smoking,No pets,No parties or events,Show more,Show more,",26278,6,3,3,2,After 3:00 pm,12:00 pm,Greece
CASTLE MEZZACAPO a dream overlooking the sea,4.6,5.0,Daniela,"Minori, Campania, Italy","Beach view,Ocean view,Waterfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Lift,Free washer – In unit","󹀁,Airbnb's COVID-19 safety practices apply,Nearby lake, river, other body of water,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,No pets,No parties or events,Show more,Show more,",56208,11,3,3,5,After 3:00 pm,10:00 am,Italy
Cozy loft in Sternberk pod Hradem,5.0,5.0,Vera,"Šternberk, Olomoucký kraj, Czechia","Kitchen,Wifi,Dedicated workspace,Free on-street parking,TV,Air conditioning,Hair dryer,Long-term stays allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,Security camera/recording device Show more,Nearby lake, river, other body of water,Smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 6:00 pm,Check out: 11:00 am,No smoking,No pets,No parties or events",3690,4,1,1,1,2:00 pm - 6:00 pm,11:00 am,Czechia
Castle house with pool and beach,4.82,39.0,Guido,"Vico Equense, Napoli, Italy","City skyline view,Sea view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Shared pool,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,Smoke alarm,Show more,Show more,","Check-in: 12:00 pm - 6:00 pm,Check out: 6:00 pm,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events,Show more,Show more,",9966,4,2,2,5,12:00 pm - 6:00 pm,6:00 pm,Italy
Egg Castle Tower Room,,,Benedikt,"Bernried, Bayern, Germany","Free parking on premises,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 12:00 pm,Not suitable for children and infants,No pets,No parties or events,󱤇,Smoking is allowed",13590,2,1,1,0,After 12:00 pm,,Germany
Saalhof Castle- Apartment Zirbenstube (2nd floor),5.0,4.0,Kathrin,"Maishofen, Salzburg, Austria","Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Dryer,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,Smoke alarm,Show more,Show more,","Check-in: 4:00 pm - 10:00 pm,No smoking,No parties or events,Pets are allowed",11446,4,1,1,5,4:00 pm - 10:00 pm,,Austria
Villa Passo del Lupo exciting quiet,4.89,9.0,Alessio,"Vignaia, Umbria, Italy","Valley view,Garden view,Lake access,Kitchen,Wifi,Free parking on premises,Private pool,Pets allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,May encounter potentially dangerous animals,Show more,Show more,","Check-in: After 4:00 pm,Check out: 10:00 am,Self check-in with building staff,No parties or events,Pets are allowed,󱤇,Smoking is allowed",45699,16,6,6,4,After 4:00 pm,10:00 am,Italy
Italian castle with pool near Fermo 10km from sea,4.89,9.0,Adriano Brando,"Rapagnano, Marche, Italy","Kitchen,Wifi,Free parking on premises,Pool,TV,Lift,Air conditioning,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: 3:00 pm - 10:00 pm,Check out: 11:00 am,Not suitable for children and infants,No smoking,No pets,No parties or events",31439,6,3,3,3,3:00 pm - 10:00 pm,11:00 am,Italy
"The castle rooms, the dungeons.",4.96,52.0,Gisella,"Teggiano, Salerno, Italy","Mountain view,Kitchen,Dedicated workspace,Free driveway parking on premises – 1 space,Pets allowed,42"" HDTV with standard cable/satellite,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: 4:00 pm - 7:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed,Show more,Show more,",8607,4,1,1,1,4:00 pm - 7:00 pm,11:00 am,Italy
"Junior suite in the castle for 2, including breakfast",,,Schlosshotel Fürstlich Drehna,"Luckau, Brandenburg, Germany","Garden view,Lake view,Waterfront,Dedicated workspace,Free parking on premises,Shared indoor pool – heated,Shared sauna,Pets allowed,50"" HDTV with standard cable/satellite,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,Pool/hot tub without a gate or lock,Nearby lake, river, other body of water,Smoke alarm,Show more,Show more,","Check-in: 3:00 pm - 10:00 pm,Check out: 11:00 am,Self check-in with lockbox,Not suitable for children and infants,No smoking,No parties or events,Pets are allowed",13504,2,1,1,,3:00 pm - 10:00 pm,11:00 am,Germany
Live history in a charming castle,5.0,10.0,Margherita,"Cagli, Marche, Italy","Kitchen,Wifi,Free parking on premises,Pool,Pets allowed,TV,Washing machine,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 4:00 pm - 7:00 pm,Check out: 10:00 am,Pets are allowed,󱤇,Smoking is allowed",11823,16,8,8,8,4:00 pm - 7:00 pm,10:00 am,Italy
Sisi Castle Rudolfsvilla - Quartet - 16 guests,,,Andrea Jaidane-Koulev,"Reichenau an der Rax, Niederösterreich, Austria","Kitchen,Wifi,Dedicated workspace,Free on-street parking,Pets allowed,Garden,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with smart lock,No smoking,No parties or events,Pets are allowed,Show more,Show more,",54359,16,4,4,4,After 3:00 pm,11:00 am,Austria
The little Castle of Lanke / Apartment,4.95,44.0,Philipp,"Wandlitz, Brandenburg, Germany","Lake access,Kitchen,Wifi,Free parking on premises,Washing machine,Patio or balcony,Garden,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 3:00 pm - 9:00 pm,Self check-in with lockbox,No smoking,No parties or events",9353,2,1,1,1,3:00 pm - 9:00 pm,,Germany
A converted 400 year old Mill (Molendini),5.0,9.0,George Lee,"L-Gharb, Gozo, Malta","Kitchen,Wifi,Free on-street parking,Private pool,Pets allowed,55"" HDTV with standard cable/satellite, Netflix,Washing machine,Dryer,Air conditioning,Security cameras on property","󹀁,Airbnb's COVID-19 safety practices apply,Security camera/recording device Show more,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: 3:00 pm - 7:00 pm,Check out: 10:00 am,No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",18456,10,4,4,4,3:00 pm - 7:00 pm,10:00 am,Malta
"TO THE CASTLE, ROOM 22",5.0,11.0,Aurelio,"Aiello del Friuli, Friuli-Venezia Giulia, Italy","Kitchen,Wifi,TV,Washing machine,Air conditioning,Hair dryer,Breakfast","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 10:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events",7621,4,2,2,1,2:00 pm - 10:00 pm,10:00 am,Italy
"""La Vallata"" apartment, Cisterna Castle",,2.0,Castello Di Cisterna Uno,"Gualdo Cattaneo, Umbria, Italy","Valley view,Kitchen,Wifi,Free parking on premises,Shared outdoor pool,Private hot tub,Pets allowed,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Nearby lake, river, other body of water,Show more,Show more,","Check-in: After 2:00 pm,Check out: 10:00 am,No smoking,Pets are allowed,Show more,Show more,",13136,5,2,2,1,After 2:00 pm,10:00 am,Italy
Suite Doubleroom in a 16th Century Villa,5.0,5.0,Castello,"Roncade, Veneto, Italy","Wifi,Free parking on premises,TV,Air conditioning,Luggage drop-off allowed,Cot,Hair dryer,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 3:00 pm - 6:00 pm,Check out: 11:00 am,No smoking,No pets,No parties or events",16761,3,1,1,1,3:00 pm - 6:00 pm,11:00 am,Italy
Porta Della Rocca,5.0,11.0,Shante,"Montefalco, Umbria, Italy","Kitchen,Wifi,Free parking on premises,TV,Lift,Washing machine,Dryer,Air conditioning,Patio or balcony,Security cameras on property","󹀁,Airbnb's COVID-19 safety practices apply,Security camera/recording device Show more,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events",74877,6,3,3,4,After 3:00 pm,,Italy
A night at the Savoia Castle,5.0,15.0,Anton,"Škvorec, Czechia","Wifi,Free parking on premises,Pets allowed,Washing machine,Garden,Indoor fireplace,Cot,Children’s books and toys,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 2:00 pm,Check out: 11:00 am,Self check-in with building staff,No smoking,Pets are allowed,Show more,Show more,",20385,16,8,8,8,After 2:00 pm,11:00 am,Czechia
Gästesuite auf altem Schlosshof,4.85,26.0,Dorothea,"Grimma, Sachsen, Germany","Kitchen,Free parking on premises,Pets allowed,TV with standard cable/satellite,Washing machine,Garden,Luggage drop-off allowed,Children’s books and toys,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,Smoke alarm,Show more,Show more,","Check-in: After 4:00 pm,Check out: 10:00 am,No smoking,No parties or events,Pets are allowed",6274,6,3,3,1,After 4:00 pm,10:00 am,Germany
Residence of the Castle of Fornelli,,,Lorenzo,"Fornelli, Molise, Italy","Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Air conditioning,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,Smoke alarm,Show more,Show more,","Check-in: 12:00 pm - 7:00 pm,Check out: 3:00 pm,No smoking,No parties or events,Pets are allowed",9194,7,3,3,2,12:00 pm - 7:00 pm,3:00 pm,Italy
Ducal Palace of Presenzano,4.84,19.0,Valerio Nicola,"Presenzano, Caserta, Italy","Kitchen,Wifi,Free parking on premises,TV,Washing machine,Bath,Indoor fireplace,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 8:00 am - 7:00 pm,Check out: 2:00 pm,No pets,󱤇,Smoking is allowed",18209,6,3,3,5,8:00 am - 7:00 pm,2:00 pm,Italy
"TO THE CASTLE, ROOM 12",5.0,5.0,Aurelio,"Aiello del Friuli, Friuli-Venezia Giulia, Italy","Kitchen,Wifi,Dedicated workspace,Free on-street parking,TV,Washing machine – In building,Air conditioning,Cot,Children’s books and toys,Security cameras on property","󹀁,Airbnb's COVID-19 safety practices apply,Security camera/recording device Show more,May encounter potentially dangerous animals,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 10:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events",6669,2,1,1,1,2:00 pm - 10:00 pm,10:00 am,Italy
"TO THE CASTLE, ROOM 11",,2.0,Aurelio,"Aiello del Friuli, Friuli-Venezia Giulia, Italy","Kitchen,Wifi,Dedicated workspace,Free on-street parking,TV with standard cable/satellite,Washing machine,Cot,Children’s books and toys,High chair,Security cameras on property","󹀁,Airbnb's COVID-19 safety practices apply,Security camera/recording device Show more,Pool/hot tub without a gate or lock,Nearby lake, river, other body of water,Heights without rails or protection,Show more,Show more,","Check-in: 2:00 pm - 10:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events",7939,4,1,1,1,2:00 pm - 10:00 pm,10:00 am,Italy
Castle keeper. Three-bedroom house,4.88,33.0,Nicola,"Otranto, Puglia, Italy, Italy","Waterfront,Kitchen,Wifi,Free on-street parking,Pets allowed,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: Flexible,Check out: 10:00 am,No smoking,No parties or events,Pets are allowed",8154,6,3,3,2,Flexible,10:00 am,Italy
Al Borgo apartment,,2.0,Roberto,"Castel Ritaldi, Umbria, Italy","Valley view,Kitchen,Free on-street parking,TV,Free washer – In unit,Indoor fireplace,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 6:00 pm,Check out: 11:00 am,No smoking,No pets,No parties or events",5532,6,3,3,1,2:00 pm - 6:00 pm,11:00 am,Italy
Countryside villa with pool,,,Vittorio,"Castellano, Marche, Italy","Kitchen,Wifi,Free parking on premises,Pool,Pets allowed,TV,Washing machine,Dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 11:00 am - 11:00 pm,Check out: 1:00 pm,Pets are allowed,󱤇,Smoking is allowed",193881,14,8,8,5,11:00 am - 11:00 pm,1:00 pm,Italy
18th c Palazzo w Concierge Service,5.0,3.0,Rosalie,"Modica, Sicilia, Italy","Kitchen,Wifi,Free on-street parking,TV,Washing machine,Air conditioning,Luggage drop-off allowed,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,Smoke alarm,Show more,Show more,","Check-in: After 2:00 pm,Check out: 10:00 am,Not suitable for children and infants,No smoking,No pets,No parties or events",19591,4,2,2,2,After 2:00 pm,10:00 am,Italy
The Fortress - Happy.Rentals,,2.0,Cristiana,"Barattano PG, Umbria, Italy","Kitchen,Free parking on premises,Pool,Bath,Indoor fireplace,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 4:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events,Show more,Show more,",7939,4,1,1,1,After 4:00 pm,10:00 am,Italy
A REFUGE IN THE WALLS OF  A MEDIEVAL CASTLE,,1.0,Ada,"Vittorio Veneto, Veneto, Italy","Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Hair dryer,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 2:00 pm - 8:00 pm,Check out: 10:00 am,No smoking,No parties or events",9966,2,1,1,1,2:00 pm - 8:00 pm,10:00 am,Italy
Historic Closet Room with Small Kitchen,4.9,10.0,Katharina,"Gröbming, Steiermark, Austria","Mountain view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV with standard cable/satellite,EV charger,Shared backyard – Not fully fenced,Indoor fireplace","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 7:00 pm,Check out: 10:00 am,No smoking,No parties or events,Pets are allowed,Show more,Show more,",9557,2,1,1,1,2:00 pm - 7:00 pm,10:00 am,Austria
Rocca dei Trinci,,,My Rental Homes,"Capodacqua, Umbria, Italy","Kitchen,Wifi,Free parking on premises,Pool,Pets allowed,TV,Washing machine,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 3:00 pm - 7:00 pm,Check out: 10:00 am,No smoking,Pets are allowed",95486,10,5,5,5,3:00 pm - 7:00 pm,10:00 am,Italy
"Apartment ""Fontane"" at Schloss Lanke castle",4.85,54.0,Andra,"Wandlitz, Brandenburg, Germany","Waterfront,Kitchen,Wifi,Free parking on premises,TV,Washing machine,Dryer,Garden,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,Nearby lake, river, other body of water,Climbing or play structure,󱠁,Carbon monoxide detector not required Show more,Smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,Check out: 1:00 pm,Self check-in with lockbox,No smoking,No pets,No parties or events,Show more,Show more,",11104,2,1,1,1,After 3:00 pm,1:00 pm,Germany
Historic residence 1000 years old!,4.95,19.0,Loriana,"Perugia, Umbria, Italy","Kitchen,Wifi,TV,Free washer – In unit,Hair dryer,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: After 2:00 pm,Check out: 10:00 am,Not suitable for children and infants,No smoking,No pets,No parties or events,Show more,Show more,",10928,2,1,1,1,After 2:00 pm,10:00 am,Italy
GRAFENSTUBN in THE TOWER OF CASTLE SCHEDLING,,,Sari,"Trostberg, Bayern, Germany","Garden view,Kitchen,Wifi,Free parking on premises,TV,Free washer – In building,Free dryer – In building,Private patio or balcony,Shared backyard – Not fully fenced,Indoor fireplace: wood-burning","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 4:00 pm,Check out: 10:00 am,Self check-in with lockbox,No smoking,No pets,No parties or events,Show more,Show more,",13499,2,,1,1,After 4:00 pm,10:00 am,Germany
Holiday apartments for rent,5.0,4.0,Alessandra,"Pisciotta, Campania, Italy","Kitchen,Wifi,Free parking on premises,TV with standard cable/satellite,Washing machine,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 4:00 pm,Check out: 11:00 am,No smoking,No pets,Show more,Show more,",8674,3,1,1,1,After 4:00 pm,11:00 am,Italy
Castles By Napoleon,,,Olivers,"Perugia, Umbria, Italy","Kitchen,Wifi,Private pool,Washing machine,Air conditioning,Garden,Indoor fireplace: wood-burning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 4:00 pm - 8:00 pm,Check out: 10:00 am,No smoking,No pets,Show more,Show more,",200739,16,15,15,5,4:00 pm - 8:00 pm,10:00 am,Italy
AR1 Studio Apartment in Reconstructed Fortress,5.0,4.0,Adriabnb,"Štanjel, Sežana, Slovenia","Kitchen,Wifi,Hair dryer,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 3:00 pm - 9:00 pm,Check out: 10:00 am,Self check-in with building staff,No smoking,No pets,No parties or events,Show more,Show more,",6174,4,1,1,1,3:00 pm - 9:00 pm,10:00 am,Slovenia
Donna Concetta Flat ❀ in historic building,,,Vincenzo,"Strongoli, Calabria, Italy","Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Luggage drop-off allowed,Travel cot,Children’s books and toys,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No smoke alarm,󱠁,Carbon monoxide detector not required Show more,Show more,Show more,","Check-in: 3:00 pm - 6:00 pm,Check out: 11:00 am,Pets are allowed,󱤇,Smoking is allowed",8679,4,1,1,1,3:00 pm - 6:00 pm,11:00 am,Italy
Cozy&new appartment in 16th Palace,4.63,27.0,Giada & Astrid,"Perugia, Umbria, Italy","Kitchen,Dedicated workspace,Free parking on premises,TV,Washing machine,Luggage drop-off allowed,Hair dryer,Refrigerator,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 3:00 pm,Check out: 10:00 am,Show more,Show more,",7929,2,1,1,1,After 3:00 pm,10:00 am,Italy
Grandpa Seppo,,1.0,Giuseppe,"Carovigno, Apulia, Italy","Kitchen,TV,Hair dryer,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 3:00 pm - 9:00 pm,Check out: 10:00 am,No pets,󱤇,Smoking is allowed",11437,3,1,1,1,3:00 pm - 9:00 pm,10:00 am,Italy
Family apartment with terrace under Prague Castle,5.0,9.0,Ivana,"Hlavní město Praha, Czechia",No Amenities Listed,"󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,Smoke alarm,Show all,Show all,","Check-in: After 3:00 pm,Check out: 10:00 am,No smoking,No pets,No parties or events,Show all,Show all,",23087,6,3,3,5,After 3:00 pm,10:00 am,Czechia
